15:13:02.2461056,
15:13:02.5368115,
15:13:02.8085040,
15:13:03.0992099,
15:13:03.3694013,
15:13:03.6731167,
15:13:03.9358025,
15:13:04.2074952,
15:13:04.4696809,
15:13:04.7378706,
15:13:05.0070613,
15:13:05.2692470,
15:13:05.5444422,
15:13:05.8396510,
15:13:06.1368625,
15:13:06.3790331,
15:13:06.6367153,
15:13:06.8989013,
15:13:07.1620877,
15:13:07.4067607,
15:13:07.6664447,
15:13:07.9136201,
15:13:08.1728033,
15:13:08.4439954,
15:13:08.7076829,
15:13:08.9673662,
15:13:09.2210462,
15:13:09.4762269,
15:13:09.8159673,
15:13:10.0706480,
15:13:10.3428408,
15:13:10.6070279,
15:13:10.8537026,
15:13:11.1113852,
15:13:11.3665659,
15:13:11.6422612,
15:13:11.9164551,
15:13:12.1696348,
15:13:12.4293190,
15:13:12.7115186,
15:13:12.9777071,
15:13:13.2103719,
15:13:13.4640513,
15:13:13.7332426,
15:13:13.9839199,
15:13:14.2360985,
15:13:14.5033166,
15:13:14.7484900,
15:13:15.0026707,
15:13:15.2729021,
15:13:15.5596049,
15:13:15.8107828,
15:13:16.0674649,
15:13:16.3226714,
15:13:16.5738493,
15:13:16.8380720,
15:13:17.0892503,
15:13:17.3534380,
15:13:17.6161501,
15:13:17.8673280,
15:13:18.1205096,
15:13:18.3736867,
15:13:18.6348717,
15:13:18.8860499,
15:13:19.1472343,
15:13:19.4024153,
15:13:19.6535933,
15:13:19.9137772,
15:13:20.1635256,
15:13:20.4187272,
15:13:20.6689038,
15:13:20.9310898,
15:13:21.1872713,
15:13:21.4384492,
15:13:21.6996345,
15:13:21.9588188,
15:13:22.2109964,
15:13:22.4692030,
15:13:22.7264208,
15:13:22.9946089,
15:13:23.2788111,
15:13:23.5353929,
15:13:23.8046050,
15:13:24.0717946,
15:13:24.3299775,
15:13:24.5791540,
15:13:24.8373366,
15:13:25.1045261,
15:13:25.3562249,
15:13:25.6814553,
15:13:25.9196237,
15:13:26.1718026,
15:13:26.4319866,
15:13:26.6831645,
15:13:26.9373677,
15:13:27.2125626,
15:13:27.4507563,
15:13:27.7039360,
15:13:27.9561143,
15:13:28.2163194,
15:13:28.4705248,
15:13:28.7267287,
15:13:28.9849126,
15:13:29.2360886,
15:13:29.5042788,
15:13:29.7524739,
15:13:30.0066834,
15:13:30.2618645,
15:13:30.5220488,
15:13:30.7722257,
15:13:31.0314093,
15:13:31.2825875,
15:13:31.5407704,
15:13:31.8049575,
15:13:32.0551370,
15:13:32.3053116,
15:13:32.5564902,
15:13:32.8206780,
15:13:33.0808610,
15:13:33.3340406,
15:13:33.5892214,
15:13:33.8373975,
15:13:34.1025850,
15:13:34.3538220,
15:13:34.6039995,
15:13:34.8671865,
15:13:35.1213659,
15:13:35.3855531,
15:13:35.6357303,
15:13:35.8989164,
15:13:36.1520957,
15:13:36.4222871,
15:13:36.6784686,
15:13:36.9326486,
15:13:37.1888304,
15:13:37.4400077,
15:13:37.7021937,
15:13:37.9543743,
15:13:38.2045499,
15:13:38.4727395,
15:13:38.7329241,
15:13:38.9800989,
15:13:39.2412839,
15:13:39.4934629,
15:13:39.7566490,
15:13:40.0068262,
15:13:40.2760165,
15:13:40.5372015,
15:13:40.7933833,
15:13:41.0405581,
15:13:41.3037451,
15:13:41.5549240,
15:13:41.8061006,
15:13:42.0569097,
15:13:42.3230986,
15:13:42.5732761,
15:13:42.8244537,
15:13:43.0746303,
15:13:43.3368166,
15:13:43.5881245,
15:13:43.8403037,
15:13:44.0994867,
15:13:44.3496645,
15:13:44.5998411,
15:13:44.8510190,
15:13:45.1021969,
15:13:45.3533748,
15:13:45.6045524,
15:13:45.8657381,
15:13:46.1169154,
15:13:46.3680936,
15:13:46.6182705,
15:13:46.8694484,
15:13:47.1206286,
15:13:47.3828124,
15:13:47.6469998,
15:13:47.8971767,
15:13:48.1473536,
15:13:48.3985321,
15:13:48.6497094,
15:13:48.8998866,
15:13:49.1510645,
15:13:49.4012421,
15:13:49.6664299,
15:13:49.9316178,
15:13:50.1948042,
15:13:50.4449814,
15:13:50.7091685,
15:13:50.9593461,
15:13:51.2105240,
15:13:51.4617016,
15:13:51.7168823,
15:13:51.9750652,
15:13:52.2252434,
15:13:52.4764200,
15:13:52.7275989,
15:13:52.9787765,
15:13:53.2409616,
15:13:53.5061497,
15:13:53.7563273,
15:13:54.0065041,
15:13:54.2566817,
15:13:54.5078593,
15:13:54.7590372,
15:13:55.0212232,
15:13:55.2724008,
15:13:55.5225780,
15:13:55.7727552,
15:13:56.0269356,
15:13:56.2871193,
15:13:56.5382978,
15:13:56.7884747,
15:13:57.0396526,
15:13:57.2898301,
15:13:57.5400070,
15:13:57.8021928,
15:13:58.0593749,
15:13:58.3095521,
15:13:58.5607300,
15:13:58.8179125,
15:13:59.0680898,
15:13:59.3182666,
15:13:59.5834548,
15:13:59.8346327,
15:14:00.0878127,
15:14:00.3379889,
