10:50:39.2965833,
10:50:39.5297485,
10:50:39.7859294,
10:50:40.0491162,
10:50:40.3183067,
10:50:40.5834939,
10:50:40.8496822,
10:50:41.1919243,
10:50:41.4531094,
10:50:41.7893476,
10:50:42.1095731,
10:50:42.4107868,
10:50:42.6829794,
10:50:42.9381599,
10:50:43.2143549,
10:50:43.4655326,
10:50:43.7177113,
10:50:43.9758939,
10:50:44.2320748,
10:50:44.4972624,
10:50:44.7484404,
10:50:45.0006178,
10:50:45.2618032,
10:50:45.5129809,
10:50:45.7641586,
10:50:46.0153359,
10:50:46.2655126,
10:50:46.5166906,
10:50:46.7678679,
10:50:47.0320555,
10:50:47.2952413,
10:50:47.5464190,
10:50:47.7965963,
10:50:48.0597824,
10:50:48.3229683,
10:50:48.5731456,
10:50:48.8243233,
10:50:49.0745005,
10:50:49.3266783,
10:50:49.5768559,
10:50:49.8390407,
10:50:50.0902187,
10:50:50.3413970,
10:50:50.6055839,
10:50:50.8717712,
10:50:51.1229489,
10:50:51.3731262,
10:50:51.6383144,
10:50:51.8894915,User,1,9,12,0,0,0,0,0,0,100,3,-8,screenR
10:50:52.1396688,User,1,9,12,0,0,0,0,0,0,100,3,-8,screenR
10:50:52.4028549,User,1,84,8,1,0,1,3,17,0,79,23,9,robot
10:50:52.6540323,User,1,12,11,0,1,0,15,16,0,68,19,7,robot
10:50:52.9052103,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:53.1703975,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:53.4215755,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:53.6857621,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:53.9359400,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:54.1981252,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:54.4583083,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:54.7084855,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:54.9686693,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:55.2318561,User,1,225,2,0,0,0,0,1,16,82,26,7,robot
10:50:55.4850352,User,1,123,85,0,83,13,1,0,0,2,31,6,else
10:50:55.7372126,User,1,123,85,0,83,13,1,0,0,2,31,6,else
10:50:55.9953955,User,1,123,85,0,83,13,1,0,0,2,31,6,else
10:50:56.2465735,User,1,123,85,0,83,13,1,0,0,2,31,6,else
10:50:56.4977509,User,1,2,83,0,57,14,0,0,0,29,17,13,robot
10:50:56.7659403,User,1,2,83,0,57,14,0,0,0,29,17,13,robot
10:50:57.0291271,User,1,43,36,0,36,0,1,1,19,43,47,7,else
10:50:57.2793050,User,1,75,32,1,6,0,56,0,1,36,39,10,else
10:50:57.5304814,User,1,332,38,1,5,0,36,0,1,57,45,11,else
10:50:57.7956697,User,1,93,41,4,0,0,81,0,1,14,40,10,else
10:50:58.0588555,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:50:58.3100335,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:50:58.5612112,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:50:58.8173921,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:50:59.0685691,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:50:59.3187470,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:50:59.5779301,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:50:59.8401155,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:00.0892918,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:00.3444720,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:00.6066577,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:00.8568344,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:01.1070126,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:01.3581897,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:01.6083663,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:01.8595440,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:02.1097226,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:02.3719064,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:02.6230838,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:02.8732614,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:03.1364472,User,1,343,65,14,14,0,6,0,0,66,47,3,else
10:51:03.3876246,User,1,343,65,14,14,0,6,0,0,66,47,3,else
