14:22:03.5465939,,kin1_1,-13,23,-13,No,No,Kin2_1,0.1290326,0.1528267,1.264068,-0.3326277,0.2930499,Tracked,kin3_1,0.041,0.067,0.228,0.090,0.441,0.535,0.158,0.577,0.425,0.291,0.076,0.024,0.240,0.208,0.256,-0.370,0.221
14:22:03.8077791,,kin1_1,-12,18,-13,No,No,Kin2_1,0.1308236,0.154973,1.262897,-0.3244573,0.3025679,Tracked,kin3_1,0.054,0.095,0.139,0.027,0.217,0.583,0.022,0.727,0.448,0.197,0.019,0.113,0.717,0.659,0.391,-0.266,0.163
14:22:04.0659622,,kin1_1,-11,17,-14,No,No,Kin2_1,0.1318458,0.1558036,1.26285,-0.3198335,0.3045026,Tracked,kin3_1,0.020,0.098,0.134,0.038,0.247,0.623,0.029,0.644,0.326,0.181,0.019,0.027,0.373,0.364,0.369,-0.332,0.147
14:22:04.3164789,,kin1_1,-10,17,-12,No,No,Kin2_1,0.1329995,0.1559849,1.264598,-0.3167394,0.2979412,Tracked,kin3_1,0.020,0.123,0.098,-0.058,0.316,0.669,0.141,0.651,0.402,0.263,0.026,0.074,0.421,0.388,0.406,-0.466,0.153
14:22:04.5676550,,kin1_1,-9,19,-10,No,No,Kin2_1,0.1339403,0.1555698,1.267746,-0.3152891,0.284662,Tracked,kin3_1,0.043,0.163,0.105,0.100,0.250,0.634,0.056,0.553,0.287,0.199,0.012,0.004,0.187,0.191,0.360,-0.240,0.136
14:22:04.8197049,,kin1_1,-9,23,-12,No,No,Kin2_1,0.1346053,0.1553209,1.269823,-0.3132482,0.2758162,Tracked,kin3_1,0.047,0.194,0.167,0.085,0.247,0.718,0.142,0.675,0.481,0.205,0.023,0.103,0.594,0.543,0.345,-0.327,0.102
14:22:05.0848926,,kin1_1,-11,22,-12,No,No,Kin2_1,0.1345558,0.1559428,1.268624,-0.3110964,0.2775279,Tracked,kin3_1,0.085,0.110,0.170,0.161,0.261,0.609,0.022,0.534,0.264,0.190,0.024,0.006,0.162,0.147,0.250,-0.216,0.088
14:22:05.3382042,,kin1_1,-9,22,-10,No,No,Kin2_1,0.135394,0.1573023,1.265376,-0.3110964,0.2775279,Tracked,kin3_1,0.074,0.076,0.031,0.090,0.176,0.502,0.075,0.453,0.240,0.168,0.000,0.036,0.118,0.106,0.260,-0.199,0.155
14:22:05.6023905,,kin1_1,-8,20,-11,No,No,Kin2_1,0.1361486,0.1585585,1.261989,-0.2977912,0.3025731,Tracked,kin3_1,0.104,-0.015,0.055,0.134,0.083,0.232,0.013,0.279,0.183,0.110,0.032,0.013,0.042,0.033,0.107,-0.022,0.060
14:22:05.8645748,,kin1_1,-2,8,-2,No,Yes,Kin2_1,0.1385221,0.1608376,1.262921,-0.2920848,0.3057388,Tracked,kin3_1,0.046,0.025,0.030,0.121,0.026,0.259,0.023,0.325,0.039,0.233,0.044,0.042,0.308,0.270,0.255,0.070,0.032
14:22:06.1147532,,kin1_1,-2,-12,1,No,Yes,Kin2_1,0.1411021,0.1625209,1.264575,-0.2920848,0.3057388,Tracked,kin3_1,0.069,0.032,0.036,0.161,0.080,0.017,0.022,0.038,0.040,0.278,0.074,0.016,0.109,0.111,0.024,0.314,0.069
14:22:06.3656102,,kin1_1,-4,-14,1,No,No,Kin2_1,0.1415744,0.1630471,1.263855,-0.2920848,0.3057388,Tracked,kin3_1,0.065,0.073,0.025,0.148,0.185,0.017,0.113,0.042,0.174,0.289,0.072,0.018,0.113,0.133,0.021,0.267,0.140
14:22:06.6167886,,kin1_1,-5,-14,-1,No,No,Kin2_1,0.1456663,0.1639633,1.258964,-0.2871659,0.3066635,Tracked,kin3_1,0.116,0.183,0.097,0.114,0.175,0.055,0.181,0.013,0.232,0.279,0.038,0.093,0.186,0.190,0.080,0.243,0.090
14:22:06.8729683,,kin1_1,-5,-7,-2,No,No,Kin2_1,0.1488665,0.1634065,1.263111,-0.267419,0.3026751,Tracked,kin3_1,0.055,0.150,0.087,0.028,0.148,0.026,0.103,0.035,0.232,0.271,0.037,0.189,0.322,0.291,0.051,0.157,0.198
14:22:07.1291528,,kin1_1,-7,12,-5,Maybe,Maybe,Kin2_1,0.1469294,0.1610007,1.269316,-0.2694907,0.2778975,Tracked,kin3_1,0.032,0.164,0.059,-0.076,0.118,0.262,0.057,0.216,0.061,0.142,0.021,0.034,0.515,0.438,0.245,-0.184,0.105
14:22:07.3843331,,kin1_1,-7,15,-7,No,No,Kin2_1,0.1448905,0.1591747,1.272066,-0.2776484,0.2616103,Tracked,kin3_1,0.076,0.213,0.151,-0.165,0.153,0.398,0.071,0.500,0.330,0.190,0.039,0.173,0.547,0.477,0.487,-0.316,0.199
14:22:07.6477394,,kin1_1,-3,5,-3,No,Maybe,Kin2_1,0.1475631,0.1594169,1.275735,-0.2705522,0.2499864,Tracked,kin3_1,0.114,0.063,0.087,0.073,0.337,0.270,0.052,0.250,0.121,0.258,0.080,0.098,0.945,0.868,0.196,0.059,0.313
14:22:07.8980733,,kin1_1,0,-17,1,No,Yes,Kin2_1,0.1534931,0.161942,1.275794,-0.2497749,0.2501281,Tracked,kin3_1,0.090,0.051,0.062,0.068,0.126,0.022,0.184,0.093,0.268,0.287,0.029,0.034,0.008,0.036,0.279,0.356,0.157
14:22:08.1486900,,kin1_1,0,-20,1,No,Maybe,Kin2_1,0.161626,0.1660456,1.270202,-0.2212212,0.2679433,Tracked,kin3_1,0.094,0.029,0.050,0.097,0.131,0.023,0.307,0.238,0.395,0.367,0.134,0.023,0.026,0.050,0.296,0.485,0.130
14:22:08.3998614,,kin1_1,0,-18,0,No,No,Kin2_1,0.1664459,0.1681418,1.266651,-0.1987697,0.2841878,Tracked,kin3_1,0.122,0.111,0.107,0.019,0.205,0.030,0.100,0.245,0.283,0.284,0.030,0.008,0.000,0.000,0.433,0.327,0.278
