14:31:47.2949533,User,1,546,2,29,4,0,44,6,14,3,-8,15,screenL
14:31:47.5601179,User,1,689,6,32,0,0,40,1,10,17,-7,16,screenL
14:31:47.8613648,User,1,776,5,56,0,0,31,2,10,0,-1,18,screenL
14:31:48.1005347,User,1,764,4,32,8,0,30,6,17,7,-1,19,screenL
14:31:48.3507115,User,1,758,6,36,7,0,22,2,13,20,0,20,screenL
14:31:48.6199033,User,1,807,3,31,24,0,13,2,24,6,-1,19,screenL
14:31:48.8668440,User,1,790,3,60,2,0,22,1,2,13,-1,15,screenL
14:31:49.1250271,User,1,785,8,60,5,4,9,3,2,17,1,14,screenL
14:31:49.3802077,User,1,703,10,50,2,0,26,2,5,14,-2,17,screenL
14:31:49.6306083,User,1,703,10,50,2,0,26,2,5,14,-2,17,screenL
14:31:49.8812187,User,1,780,6,38,1,0,35,3,4,20,-3,20,screenL
14:31:50.1334112,User,1,725,8,38,17,0,14,14,3,14,-4,21,screenL
14:31:50.3868390,User,1,712,12,23,6,0,41,1,18,11,-4,20,screenL
14:31:50.6519686,User,1,786,12,49,9,0,8,1,20,13,-4,19,screenL
14:31:50.9061700,User,1,746,20,49,5,0,24,0,7,13,-4,19,screenL
14:31:51.1627680,User,1,530,22,14,52,0,29,0,0,5,-4,20,screenL
14:31:51.4137716,User,1,797,17,19,28,0,47,0,1,4,-6,20,screenL
14:31:51.6641503,User,1,801,17,17,6,0,26,1,37,13,-4,17,screenL
14:31:51.9143819,User,1,575,17,4,72,1,7,7,7,2,-8,11,screenL
14:31:52.1798660,User,1,495,2,48,12,0,27,6,0,6,-4,19,screenL
14:31:52.4427164,User,1,403,6,58,0,0,33,5,1,4,-7,18,screenL
14:31:52.6929018,User,1,403,6,58,0,0,33,5,1,4,-7,18,screenL
14:31:52.9430699,User,1,662,3,17,16,0,47,0,1,19,-6,18,screenL
14:31:53.1946226,User,1,424,7,5,45,0,25,2,0,23,-6,18,screenL
14:31:53.4447990,User,1,393,9,29,30,0,32,0,1,7,-6,18,screenL
14:31:53.7089866,User,1,404,20,30,46,0,11,0,0,14,-8,22,screenL
14:31:53.9591736,User,1,757,35,5,69,0,8,0,3,14,-5,19,screenL
14:31:54.2183340,User,1,712,30,23,40,7,1,0,13,17,-1,25,screenL
14:31:54.4695749,User,1,672,40,13,62,0,1,1,6,17,-2,20,screenL
14:31:54.7298075,User,1,765,32,6,75,0,4,0,2,12,-1,24,screenL
14:31:54.9900054,User,1,290,23,21,65,0,3,0,0,11,-5,19,screenL
14:31:55.2401696,User,1,290,23,21,65,0,3,0,0,11,-5,19,screenL
14:31:55.4910196,User,1,345,17,41,11,0,46,0,0,1,-8,21,screenL
14:31:55.7412149,User,1,395,25,21,30,0,35,1,3,10,-6,19,screenL
14:31:55.9914548,User,1,473,25,22,56,0,8,0,0,13,-8,18,screenL
14:31:56.2416463,User,1,407,27,38,51,0,8,0,0,3,-7,20,screenL
14:31:56.5068218,User,1,451,18,57,18,0,16,0,2,6,-6,18,screenL
14:31:56.7573459,User,1,533,14,40,24,0,35,0,0,1,-5,18,screenL
14:31:57.0081670,User,1,512,13,5,40,0,43,0,5,6,-6,17,screenL
14:31:57.2591517,User,1,481,9,5,39,0,45,0,7,3,-6,19,screenL
14:31:57.5223376,User,1,649,17,36,25,0,31,1,0,6,-5,19,screenL
14:31:57.7725474,User,1,585,21,21,41,0,16,5,0,18,-6,20,screenL
14:31:58.0367363,User,1,585,21,21,41,0,16,5,0,18,-6,20,screenL
14:31:58.2879474,User,1,694,17,13,53,0,17,8,1,9,-6,20,screenL
14:31:58.5400701,User,1,508,17,13,55,0,6,4,1,21,-7,21,screenL
14:31:58.7909085,User,1,369,21,50,14,0,29,3,2,2,-7,21,screenL
14:31:59.0520943,User,1,736,35,22,37,0,10,1,17,13,-6,16,screenL
14:31:59.3032717,User,1,709,34,32,36,0,3,1,15,13,-2,21,screenL
14:31:59.5537051,User,1,642,20,41,42,0,16,0,0,0,0,20,screenL
14:31:59.8038811,User,1,447,12,53,32,0,12,0,1,1,-5,21,screenL
14:32:00.0540701,User,1,441,15,26,42,0,20,0,1,11,-5,22,screenL
14:32:00.3042846,User,1,367,23,13,72,0,6,0,1,8,-7,21,screenL
14:32:00.5554297,User,1,367,23,13,72,0,6,0,1,8,-7,21,screenL
14:32:00.8216219,User,1,347,14,76,13,0,5,5,0,2,-5,22,screenL
14:32:01.0877965,User,1,703,35,1,67,0,1,0,17,14,-5,22,screenL
14:32:01.3391205,User,1,742,57,1,68,0,12,4,10,6,5,20,screenL
14:32:01.6033075,User,1,606,23,1,70,0,22,1,3,3,3,17,screenL
14:32:01.8694966,User,1,380,25,5,56,0,15,0,10,13,-1,22,screenL
14:32:02.1326556,User,1,504,50,12,66,0,2,1,1,18,-2,20,screenL
14:32:02.3828557,User,1,435,62,1,90,0,7,0,2,0,-3,23,screenL
14:32:02.6462999,User,1,415,60,0,87,0,2,0,5,5,-6,22,screenL
14:32:02.9114872,User,1,488,62,1,96,0,1,0,1,1,-6,23,screenL
14:32:03.1616649,User,1,726,88,4,56,0,11,3,20,5,3,20,screenL
14:32:03.4118426,User,1,734,79,0,83,0,0,0,17,0,6,21,screenL
14:32:03.6670556,User,1,742,91,0,82,0,1,0,16,0,4,19,screenL
14:32:03.9286398,User,1,742,91,0,82,0,1,0,16,0,4,19,screenL
14:32:04.1793278,User,1,724,75,0,93,0,4,1,1,0,4,20,screenL
14:32:04.4435702,User,1,749,88,0,75,0,0,0,24,0,4,20,screenL
14:32:04.6941126,User,1,722,77,0,75,0,1,2,17,5,5,20,screenL
14:32:04.9443018,User,1,716,72,0,97,0,0,0,3,0,4,20,screenL
14:32:05.1947034,User,1,716,86,0,84,0,0,0,16,0,5,20,screenL
14:32:05.4448939,User,1,777,79,0,94,0,0,0,5,0,3,21,screenL
14:32:05.6950585,User,1,455,72,7,89,0,3,0,0,1,-1,21,screenL
14:32:05.9612693,User,1,624,53,1,94,0,3,0,0,2,-5,20,screenL
14:32:06.2248960,User,1,715,82,1,69,0,0,0,17,12,3,22,screenL
14:32:06.4752093,User,1,714,74,2,88,0,0,2,5,3,2,21,screenL
14:32:06.7254403,User,1,714,74,2,88,0,0,2,5,3,2,21,screenL
14:32:06.9759397,User,1,726,71,1,71,0,3,1,20,4,2,20,screenL
14:32:07.2264875,User,1,741,75,0,80,0,1,0,14,4,2,19,screenL
14:32:07.4766703,User,1,700,6,1,16,0,8,16,29,29,4,19,screenL
14:32:07.7267505,User,1,701,11,25,0,0,13,7,35,20,1,20,screenL
14:32:07.9899364,User,1,716,13,48,15,0,12,0,21,4,0,22,screenL
14:32:08.2459173,User,1,724,19,52,36,0,1,2,3,5,-1,22,screenL
14:32:08.4960934,User,1,778,17,20,18,0,16,3,19,23,-1,20,screenL
14:32:08.7582889,User,1,839,21,24,15,0,14,0,19,29,-2,14,screenL
14:32:09.0095244,User,1,874,10,14,1,0,19,0,44,22,-6,9,screenL
14:32:09.2597162,User,1,788,18,32,23,0,17,3,17,7,-6,13,screenL
14:32:09.5219489,User,1,788,18,32,23,0,17,3,17,7,-6,13,screenL
14:32:09.7721160,User,1,778,17,19,26,0,11,9,7,28,-6,16,screenL
14:32:10.0223184,User,1,839,19,26,22,0,35,1,1,15,-7,15,screenL
14:32:10.2724996,User,1,825,16,6,46,0,25,1,9,13,-6,14,screenL
14:32:10.5227350,User,1,797,10,24,20,0,36,1,2,17,-9,13,screenL
14:32:10.7735465,User,1,420,21,5,18,0,68,0,2,7,-8,14,screenL
