14:19:19.1022947,User,1,810,14,8,0,0,3,17,56,15,-9,12,screenL
14:19:19.3464674,User,1,415,12,6,0,0,20,32,27,15,-11,-2,screenR
14:19:19.5926420,User,1,724,20,10,1,13,2,52,17,6,-13,2,screenL
14:19:19.8441972,User,1,724,20,10,1,13,2,52,17,6,-13,2,screenL
14:19:20.1193920,User,1,511,14,1,0,0,0,1,14,84,-5,17,screenL
14:19:20.3826396,User,1,591,14,23,1,0,7,13,1,56,-3,19,screenL
14:19:20.6308158,User,1,591,14,23,1,0,7,13,1,56,-3,19,screenL
14:19:20.8815167,User,1,715,19,5,0,0,1,3,4,87,-2,18,screenL
14:19:21.1376980,User,1,575,35,18,24,7,0,15,15,20,-2,6,screenL
14:19:21.3884681,User,1,652,26,25,14,2,13,3,2,41,-3,5,screenL
14:19:21.6406478,User,1,325,15,32,16,18,1,9,0,25,-7,8,screenL
14:19:21.9038286,User,1,497,16,27,1,30,2,12,13,16,-7,14,screenL
14:19:22.1550093,User,1,316,7,18,1,5,5,7,4,60,-8,18,screenL
14:19:22.4152239,User,1,462,11,15,1,32,10,18,7,17,-7,15,screenL
14:19:22.6654975,User,1,484,30,17,3,20,3,4,0,52,-8,22,screenL
14:19:22.9272132,User,1,452,24,0,0,0,34,1,22,42,-2,7,screenL
14:19:23.1784150,User,1,154,5,5,19,5,2,47,10,12,-7,16,screenL
14:19:23.4286100,User,1,90,3,34,1,0,14,31,20,0,-6,15,screenL
14:19:23.6788278,User,1,340,5,43,0,0,8,12,23,14,-12,21,screenL
14:19:23.9290045,User,1,379,4,45,2,1,4,34,1,13,-5,16,screenL
14:19:24.1942319,User,1,498,2,45,0,23,10,19,0,2,-8,12,screenL
14:19:24.4443971,User,1,294,2,34,0,15,12,22,17,1,-8,18,screenL
14:19:24.6945873,User,1,229,3,73,0,5,1,20,2,0,-4,23,screenL
14:19:24.9458382,User,1,329,4,28,0,2,3,53,13,0,-15,12,screenL
14:19:25.1960060,User,1,457,7,21,0,0,1,62,15,1,-11,15,screenL
14:19:25.4464428,User,1,513,18,49,0,2,2,40,5,2,-8,16,screenL
14:19:25.6976103,User,1,496,9,14,0,0,2,72,10,1,-9,20,screenL
14:19:25.9477190,User,1,418,13,34,1,0,0,60,4,1,-10,23,screenL
14:19:26.2099424,User,1,433,9,16,0,10,0,65,5,4,-10,20,screenL
14:19:26.4601153,User,1,455,18,3,0,3,5,50,37,1,-8,22,screenL
14:19:26.7112979,User,1,485,9,42,0,0,0,49,9,0,-11,19,screenL
14:19:26.9618701,User,1,510,9,16,0,0,0,73,7,3,-6,20,screenL
14:19:27.2240563,User,1,556,18,64,0,3,2,17,13,1,-12,17,screenL
14:19:27.4752215,User,1,250,17,2,0,4,3,81,9,0,-8,19,screenL
14:19:27.7254727,User,1,136,10,13,1,0,2,81,3,0,-9,22,screenL
14:19:27.9757691,User,1,264,8,3,0,0,1,90,6,0,-10,17,screenL
14:19:28.2263605,User,1,314,10,35,0,3,10,25,27,0,-5,23,screenL
14:19:28.4768111,User,1,219,5,6,0,14,13,60,7,0,-5,21,screenL
14:19:28.7400099,User,1,796,35,15,18,0,4,27,21,16,-5,20,screenL
14:19:28.9914834,User,1,584,8,31,0,0,4,38,22,5,-2,11,screenL
14:19:29.2426515,User,1,312,5,18,0,0,1,66,15,0,-5,19,screenL
14:19:29.4949131,User,1,312,5,18,0,0,1,66,15,0,-5,19,screenL
14:19:29.7430399,User,1,416,8,11,0,0,11,66,13,0,-3,18,screenL
14:19:30.0062881,User,1,149,9,42,1,0,10,43,4,0,-4,20,screenL
14:19:30.2564822,User,1,476,10,23,0,1,0,27,16,32,-5,20,screenL
14:19:30.5076603,User,1,233,6,19,0,1,1,77,1,1,-3,17,screenL
14:19:30.7588387,User,1,247,6,10,0,6,1,78,4,1,-1,17,screenL
14:19:31.0080153,User,1,396,4,28,0,1,4,51,16,0,-5,16,screenL
14:19:31.2591934,User,1,890,25,0,0,2,4,42,5,47,-4,16,screenL
14:19:31.5210775,User,1,482,11,29,0,1,16,40,1,12,-3,17,screenL
14:19:31.7720990,User,1,641,27,28,1,0,15,35,16,6,-1,20,screenL
14:19:32.0222764,User,1,304,8,30,4,12,7,46,0,1,-4,20,screenL
14:19:32.2730747,User,1,514,34,0,0,0,1,12,35,51,-2,19,screenL
14:19:32.5376090,User,1,584,32,1,1,0,12,20,34,31,-5,19,screenL
14:19:32.7877742,User,1,604,2,29,0,2,1,54,4,10,0,19,robot
14:19:33.0379670,User,1,287,6,14,0,0,1,69,16,0,-4,19,screenL
